86.88	316.46	259.31	206.16
81.06	335.27	256.70	203.12
76.66	324.26	270.72	197.79
76.55	333.32	273.67	239.06
72.42	316.46	268.07	247.54
73.96	343.23	278.49	205.38
79.35	373.37	271.85	202.76
65.88	341.33	284.52	232.04
75.52	323.00	276.35	236.70
78.87	336.33	279.24	262.25
92.26	297.52	259.91	281.46
195.98	163.01	164.02	331.98
152.29	208.20	202.76	322.58
55.16	375.31	289.30	222.55
86.76	290.31	263.76	312.19
68.40	317.13	273.84	315.39
70.65	266.31	281.34	341.64
76.03	206.25	270.72	411.42
39.41	267.45	316.74	355.18
58.71	222.74	301.29	379.48
68.33	263.41	290.28	356.17
38.96	274.81	318.73	351.13
55.83	268.08	304.17	341.25
101.50	278.37	258.50	330.05
88.65	266.41	257.58	314.15
197.54	260.39	162.46	295.29
205.05	301.46	150.61	260.13
211.73	303.50	141.17	264.69
222.42	307.34	130.33	268.79
191.88	324.80	156.75	258.78
212.99	349.77	139.48	247.38
191.14	346.52	156.87	239.61
211.87	347.94	144.21	265.06
216.06	348.37	137.44	263.25
203.81	369.52	147.22	246.39
212.40	374.85	138.57	255.46
196.40	384.01	152.08	244.66
41.93	329.00	254.45	224.55
31.93	121.16	319.94	165.19
43.13	134.37	299.04	183.20
56.26	123.00	288.30	208.34
68.42	93.24	288.81	198.65
23.93	103.11	306.18	226.50
9.11	100.55	322.60	235.11
13.65	135.15	320.78	237.07
30.29	147.71	316.48	247.87
27.29	134.49	326.66	320.03
8.20	107.84	337.56	304.85
21.58	115.89	331.61	332.19
40.44	115.82	307.39	308.23
31.68	106.62	320.75	309.88
20.30	113.73	326.27	331.57
26.98	114.20	310.59	361.31
8.75	118.36	337.96	394.21
14.08	94.05	340.54	318.86
10.24	61.35	340.14	367.49
2.85	86.86	336.93	359.09
8.89	83.76	349.44	430.71
6.52	86.51	352.13	390.99
4.29	67.22	332.93	443.84
9.78	59.24	349.42	400.13
0.00	67.49	338.18	421.87
2.36	99.50	354.32	390.43
1.09	72.07	344.26	351.35
6.88	62.58	353.12	340.97
0.00	90.66	337.63	390.01
14.04	34.46	342.88	294.39
